# Experiment File Name : card ARV7 _1 01.01.22.sds;;;;;;;;;
# Created By :giulia.salva@gmail.com;;;;;;;;;
# Last Modified Date : 2022-02-10 09:46:08 AM;;;;;;;;;
# Instrument Type : 7900HT Real-Time PCR System;;;;;;;;;
;;;;;;;;;
Experiment Name;Barcode;Well;Target Name;Sample Name;Rn;dRn;Omit;Cycle Number;Passive Ref
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;0.898;0.013;false;21.0;3.491.943
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;0.902;0.02;false;22.0;3498.34
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;0.91;0.032;false;23.0;3.509.779
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;0.927;0.052;false;24.0;3.515.546
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;0.943;0.072;false;25.0;3525.1
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;0.978;0.11;false;26.0;3.517.986
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.013;0.148;false;27.0;3.517.124
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.054;0.193;false;28.0;3.549.365
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.102;0.244;false;29.0;3.533.851
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.149;0.295;false;30.0;3509.45
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.193;0.343;false;31.0;3.561.934
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.237;0.39;false;32.0;3.537.912
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.271;0.428;false;33.0;3.552.423
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.305;0.465;false;34.0;3.565.563
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.339;0.502;false;35.0;3.535.746
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.368;0.535;false;36.0;3.572.947
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.39;0.561;false;37.0;3.582.381
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.414;0.588;false;38.0;3.582.319
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.432;0.61;false;39.0;3.557.757
card ARV7 _1 01.01.22.sds;;N21;-478074_mir;109;1.453;0.634;false;40.0;3.576.116
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.479;-0.01;false;1.0;3.926.354
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.51;0.01;false;2.0;3.899.086
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.527;0.016;false;3.0;3.950.917
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.551;0.029;false;4.0;3.941.937
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.541;0.009;false;5.0;3.960.102
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.571;0.027;false;6.0;3.978.883
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.577;0.022;false;7.0;3.973.594
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.588;0.023;false;8.0;3.979.628
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.591;0.015;false;9.0;4040.25
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.601;0.013;false;10.0;4.027.197
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.6;0.001;false;11.0;4.049.112
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.625;0.015;false;12.0;3.970.058
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.619;-0.002;false;13.0;4000.36
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.628;-0.003;false;14.0;4.034.347
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.626;-0.017;false;15.0;4.064.629
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.644;-0.009;false;16.0;4.069.169
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.647;-0.017;false;17.0;4.083.688
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.652;-0.023;false;18.0;4.115.967
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.672;-0.014;false;19.0;4.123.762
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.678;-0.019;false;20.0;4.116.121
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.694;-0.014;false;21.0;4.108.982
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.696;-0.023;false;22.0;4.127.063
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.698;-0.032;false;23.0;4.160.019
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.733;-0.008;false;24.0;4.160.708
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.725;-0.027;false;25.0;4.155.049
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.744;-0.019;false;26.0;4.163.092
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.729;-0.045;false;27.0;4.141.375
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.77;-0.015;false;28.0;4.151.321
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.768;-0.028;false;29.0;4.177.646
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.783;-0.024;false;30.0;4146.63
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.798;-0.019;false;31.0;4.175.958
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.802;-0.027;false;32.0;4.193.906
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.833;-0.007;false;33.0;4181.26
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.842;-0.009;false;34.0;4.196.666
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.87;0.008;false;35.0;4.181.409
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.9;0.027;false;36.0;4203.85
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.929;0.045;false;37.0;4.220.483
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.967;0.073;false;38.0;4.205.193
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.983;0.078;false;39.0;4.184.747
card ARV7 _1 01.01.22.sds;;N22;-478350_mir;109;3.993;0.076;false;40.0;4.218.682
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.187;-0.016;false;1.0;3.244.098
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.191;-0.013;false;2.0;3.229.753
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.195;-0.011;false;3.0;3.236.115
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.198;-0.009;false;4.0;3.246.772
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.208;0.0;false;5.0;3.300.287
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.213;0.003;false;6.0;3.298.202
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.217;0.005;false;7.0;3.270.598
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.219;0.006;false;8.0;3.289.987
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.217;0.004;false;9.0;3.323.611
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.22;0.005;false;10.0;3.325.924
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.219;0.002;false;11.0;3.330.129
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.221;0.003;false;12.0;3.321.105
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.223;0.004;false;13.0;3.316.474
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.219;-0.001;false;14.0;3.369.335
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.224;0.002;false;15.0;3.348.119
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.222;-0.002;false;16.0;3.381.522
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.224;0.0;false;17.0;3.372.098
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.222;-0.004;false;18.0;3.382.813
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.223;-0.004;false;19.0;3.376.307
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.226;-0.002;false;20.0;3.382.302
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.228;-0.002;false;21.0;3.395.556
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.233;0.001;false;22.0;3.457.865
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.236;0.004;false;23.0;3.448.495
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.247;0.014;false;24.0;3.435.583
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.262;0.027;false;25.0;3453.93
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.287;0.051;false;26.0;3.439.295
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.325;0.088;false;27.0;3.447.336
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.381;0.142;false;28.0;3.454.342
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.455;0.215;false;29.0;3.467.857
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.546;0.304;false;30.0;3.466.035
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.653;0.41;false;31.0;3.480.488
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.773;0.529;false;32.0;3477.49
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;1.902;0.656;false;33.0;3.484.464
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.029;0.781;false;34.0;3.485.303
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.163;0.915;false;35.0;3.448.264
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.278;1.028;false;36.0;3.473.387
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.394;1.143;false;37.0;3.512.769
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.497;1.245;false;38.0;3.519.145
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.603;1.349;false;39.0;3.502.845
card ARV7 _1 01.01.22.sds;;N23;-477952_mir;109;2.689;1.434;false;40.0;3540.5
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.511;0.035;false;1.0;4.399.441
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.513;0.036;false;2.0;4.434.109
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.512;0.036;false;3.0;4.469.124
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.512;0.035;false;4.0;4.500.819
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.513;0.037;false;5.0;4467.49
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.509;0.033;false;6.0;4.484.083
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.502;0.026;false;7.0;4.517.245
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.503;0.027;false;8.0;4.503.595
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.498;0.021;false;9.0;4.539.381
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.493;0.017;false;10.0;4.545.877
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.486;0.009;false;11.0;4.559.898
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.48;0.003;false;12.0;4.508.976
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.476;0.0;false;13.0;4.559.669
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.473;-0.004;false;14.0;4.612.024
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.463;-0.014;false;15.0;4.590.102
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.459;-0.017;false;16.0;4.619.272
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.455;-0.021;false;17.0;4.592.881
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.45;-0.027;false;18.0;4.613.881
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.443;-0.033;false;19.0;4.642.515
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.444;-0.033;false;20.0;4.644.567
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.437;-0.039;false;21.0;4.705.702
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.436;-0.041;false;22.0;4.718.198
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.432;-0.045;false;23.0;4.650.426
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.436;-0.041;false;24.0;4.683.379
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.434;-0.043;false;25.0;4679.48
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.434;-0.042;false;26.0;4.705.743
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.434;-0.043;false;27.0;4.722.731
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.438;-0.038;false;28.0;4.737.475
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.447;-0.03;false;29.0;4.729.274
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.456;-0.021;false;30.0;4.716.077
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.463;-0.014;false;31.0;4.738.091
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.472;-0.005;false;32.0;4.738.461
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.485;0.008;false;33.0;4.762.443
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.495;0.018;false;34.0;4.785.514
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.51;0.033;false;35.0;4.728.447
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.524;0.047;false;36.0;4.744.054
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.534;0.057;false;37.0;4.771.449
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.543;0.066;false;38.0;4.765.752
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.555;0.078;false;39.0;4.759.356
card ARV7 _1 01.01.22.sds;;N24;-478411_mir;109;1.568;0.091;false;40.0;4.758.958
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.862;-0.002;false;1.0;4.585.509
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.894;0.016;false;2.0;4.582.786
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.925;0.032;false;3.0;4.511.522
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.945;0.039;false;4.0;4.569.525
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.951;0.031;false;5.0;4.601.534
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.955;0.02;false;6.0;4.627.231
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.978;0.029;false;7.0;4.580.844
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.975;0.012;false;8.0;4.582.104
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;2.99;0.012;false;9.0;4.604.884
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.006;0.014;false;10.0;4.628.501
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.004;-0.003;false;11.0;4.653.327
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.019;-0.001;false;12.0;4.600.906
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.035;0.0;false;13.0;4.650.057
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.037;-0.012;false;14.0;4.656.556
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.042;-0.021;false;15.0;4.708.842
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.058;-0.019;false;16.0;4.692.447
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.078;-0.014;false;17.0;4.697.306
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.082;-0.024;false;18.0;4.722.903
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.098;-0.022;false;19.0;4.729.275
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.108;-0.026;false;20.0;4.818.924
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.126;-0.023;false;21.0;4719.26
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.131;-0.032;false;22.0;4790.53
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.146;-0.031;false;23.0;4.805.535
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.154;-0.038;false;24.0;4.804.949
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.179;-0.026;false;25.0;4.752.239
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.2;-0.02;false;26.0;4776.5
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.199;-0.035;false;27.0;4.856.679
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.21;-0.038;false;28.0;4.862.726
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.244;-0.018;false;29.0;4.829.792
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.267;-0.01;false;30.0;4.871.902
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.284;-0.007;false;31.0;4.757.298
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.318;0.013;false;32.0;4.802.979
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.341;0.022;false;33.0;4.842.373
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.348;0.014;false;34.0;4.883.885
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.376;0.028;false;35.0;4.790.816
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.394;0.032;false;36.0;4.844.281
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.417;0.04;false;37.0;4.865.489
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.438;0.047;false;38.0;4.824.265
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.44;0.035;false;39.0;4.862.504
card ARV7 _1 01.01.22.sds;;O1;-478577_mir;110;3.465;0.046;false;40.0;4819.8
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.66;-0.033;false;1.0;4.473.795
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.67;-0.02;false;2.0;4512.53
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.685;-0.001;false;3.0;4492.75
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.671;-0.011;false;4.0;4.546.686
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.675;-0.003;false;5.0;4.473.313
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.675;0.002;false;6.0;4500.35
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.668;-0.001;false;7.0;4.620.108
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.669;0.004;false;8.0;4.576.239
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.671;0.009;false;9.0;4.493.358
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.665;0.008;false;10.0;4.535.699
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.662;0.009;false;11.0;4.536.689
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.651;0.002;false;12.0;4.546.335
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.643;-0.002;false;13.0;4.676.891
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.641;0.0;false;14.0;4.614.019
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.636;-0.001;false;15.0;4.612.896
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.63;-0.003;false;16.0;4.578.902
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.621;-0.007;false;17.0;4.692.937
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.616;-0.009;false;18.0;4.788.036
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.613;-0.008;false;19.0;4.724.473
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.615;-0.001;false;20.0;4.725.776
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.61;-0.003;false;21.0;4.736.662
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.61;0.002;false;22.0;4606.82
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.609;0.004;false;23.0;4.737.503
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.607;0.007;false;24.0;4.605.187
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.605;0.009;false;25.0;4.774.576
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.613;0.021;false;26.0;4.602.068
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.624;0.036;false;27.0;4.756.064
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.658;0.074;false;28.0;4.595.168
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.697;0.117;false;29.0;4.678.814
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.758;0.182;false;30.0;4.787.819
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;1.87;0.298;false;31.0;4.738.146
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;2.038;0.471;false;32.0;4629.33
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;2.254;0.69;false;33.0;4.583.946
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;2.531;0.971;false;34.0;4.553.665
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;2.825;1.269;false;35.0;4.712.338
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;3.137;1.585;false;36.0;4.630.035
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;3.458;1.911;false;37.0;4.615.501
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;3.743;2.2;false;38.0;4.612.703
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;4.008;2.468;false;39.0;4.608.556
card ARV7 _1 01.01.22.sds;;O2;-477973_mir;110;4.264;2.729;false;40.0;4.753.831
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.02;0.0;false;1.0;4.429.297
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.018;-0.001;false;2.0;4.371.236
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.021;0.005;false;3.0;4.375.185
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.012;-0.002;false;4.0;4.438.746
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.01;-0.001;false;5.0;4373.85
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.007;-0.002;false;6.0;4.419.981
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.007;0.0;false;7.0;4505.82
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.004;-0.001;false;8.0;4.493.661
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.003;0.001;false;9.0;4.483.349
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.998;-0.003;false;10.0;4.496.948
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.998;0.0;false;11.0;4.477.396
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.998;0.002;false;12.0;4.489.715
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.995;0.001;false;13.0;4.584.838
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.991;0.0;false;14.0;4.611.856
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.99;0.001;false;15.0;4.601.866
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.986;-0.001;false;16.0;4.580.376
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.991;0.007;false;17.0;4.631.777
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;0.993;0.011;false;18.0;4.715.365
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.004;0.024;false;19.0;4.629.976
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.01;0.032;false;20.0;4.724.626
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.017;0.042;false;21.0;4.719.856
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.05;0.077;false;22.0;4.677.683
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.096;0.125;false;23.0;4.701.644
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.169;0.2;false;24.0;4715.11
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.26;0.293;false;25.0;4.685.423
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.378;0.414;false;26.0;4.692.055
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.495;0.533;false;27.0;4.726.281
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.621;0.662;false;28.0;4.672.798
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.748;0.79;false;29.0;4.721.768
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.877;0.922;false;30.0;4.789.883
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;1.996;1.043;false;31.0;4.775.848
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.107;1.157;false;32.0;4.731.792
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.233;1.285;false;33.0;4.704.139
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.346;1.4;false;34.0;4.722.588
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.456;1.513;false;35.0;4.780.232
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.568;1.626;false;36.0;4.773.193
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.687;1.748;false;37.0;4769.85
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.793;1.856;false;38.0;4.825.638
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;2.929;1.995;false;39.0;4.742.017
card ARV7 _1 01.01.22.sds;;O3;-477975_mir;110;3.05;2.117;false;40.0;4.856.986
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.361;-0.007;false;1.0;4.385.209
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.357;-0.007;false;2.0;4.441.319
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.357;-0.003;false;3.0;4415.12
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.358;0.002;false;4.0;4.434.144
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.355;0.003;false;5.0;4.463.915
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.351;0.003;false;6.0;4.449.872
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.349;0.005;false;7.0;4.472.073
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.344;0.005;false;8.0;4.440.342
card ARV7 _1 01.01.22.sds;;O4;-477992_mir;110;1.334;-0.001;false;9.0;4.484.184
